INFORMATION TYPE,DATE,PERIOD,USEP ($/MWh),LCP ($/MWh),DEMAND (MW),TCL (MW)
USEP,24 Jan 2023,11,101.3,0,5058.247,0
USEP,24 Jan 2023,12,104.87,0,5103.872,0
USEP,24 Jan 2023,13,106.32,0,5161.499,0
USEP,24 Jan 2023,14,106.32,0,5214.922,0
USEP,24 Jan 2023,15,106.62,0,5264.388,0
USEP,24 Jan 2023,16,109.91,0,5343.177,0
USEP,24 Jan 2023,17,111.58,0,5432.901,0
USEP,24 Jan 2023,18,112.07,0,5512.948,0
USEP,24 Jan 2023,19,112.24,0,5588.705,0
USEP,24 Jan 2023,20,117.08,0,5667.246,0
USEP,24 Jan 2023,21,115.07,0,5730.996,0
USEP,24 Jan 2023,22,115,0,5742.05,0
USEP,24 Jan 2023,23,114.99,0,5748.754,0
USEP,24 Jan 2023,24,115.36,0,5766.681,0
USEP,24 Jan 2023,25,124.76,0,5796.74,0
USEP,24 Jan 2023,26,125.74,0,5805.606,0
USEP,24 Jan 2023,27,126.23,0,5811.381,0
USEP,24 Jan 2023,28,129.61,0,5832.459,0
USEP,24 Jan 2023,29,127.03,0,5833.697,0
USEP,24 Jan 2023,30,126.18,0,5811.903,0
USEP,24 Jan 2023,31,125.67,0,5810.298,0
USEP,24 Jan 2023,32,126.98,0,5847.409,0
USEP,24 Jan 2023,33,145.52,0,5873.884,0
USEP,24 Jan 2023,34,132.97,0,5873.924,0
USEP,24 Jan 2023,35,126.99,0,5861.374,0
USEP,24 Jan 2023,36,131.88,0,5890.996,0
USEP,24 Jan 2023,37,145.55,0,5939.463,0
USEP,24 Jan 2023,38,154.56,0,5999.928,0
USEP,24 Jan 2023,39,185.35,0,6064.573,0
USEP,24 Jan 2023,40,194.22,0,6099.259,0
USEP,24 Jan 2023,41,185.35,0,6078.757,0
USEP,24 Jan 2023,42,166.15,0,6050.98,0
USEP,24 Jan 2023,43,150.07,0,5985.938,0
USEP,24 Jan 2023,44,130.74,0,5904.728,0
USEP,24 Jan 2023,45,126.69,0,5802.614,0
USEP,24 Jan 2023,46,115.09,0,5677.996,0
USEP,24 Jan 2023,47,112.16,0,5551.361,0
USEP,24 Jan 2023,48,106.99,0,5384.225,0
USEP,25 Jan 2023,1,95.78,0,5212.501,0
USEP,25 Jan 2023,2,91.68,0,5114.418,0
USEP,25 Jan 2023,3,95.67,0,5109.652,0
USEP,25 Jan 2023,4,87.44,0,5050.087,0
USEP,25 Jan 2023,5,87.42,0,5001.127,0
USEP,25 Jan 2023,6,87.22,0,4958.335,0
USEP,25 Jan 2023,7,87.22,0,4943.54,0
USEP,25 Jan 2023,8,87.21,0,4936.428,0
USEP,25 Jan 2023,9,87.22,0,4943.575,0
USEP,25 Jan 2023,10,87.22,0,4962.038,0
USEP,25 Jan 2023,11,95.67,0,5056.085,0
USEP,25 Jan 2023,12,96.58,0,5215.851,0
USEP,25 Jan 2023,13,106.54,0,5403.623,0
USEP,25 Jan 2023,14,110.5,0,5587.413,0
USEP,25 Jan 2023,15,112.74,0,5789.941,0
USEP,25 Jan 2023,16,122.93,0,6000.44,0
USEP,25 Jan 2023,17,137.29,0,6209.513,0
USEP,25 Jan 2023,18,201.53,0,6355.656,0
USEP,25 Jan 2023,19,201.53,0,6429.808,0
USEP,25 Jan 2023,20,207.54,0,6467.849,0
USEP,25 Jan 2023,21,207.89,0,6490.964,0
USEP,25 Jan 2023,22,207.9,0,6502.803,0
USEP,25 Jan 2023,23,251.74,0,6520.968,0
USEP,25 Jan 2023,24,285.86,0,6504.02,0
USEP,25 Jan 2023,25,207.9,0,6480.214,0
USEP,25 Jan 2023,26,207.9,0,6493.126,0
USEP,25 Jan 2023,27,284.54,0,6569.803,0
USEP,25 Jan 2023,28,287.55,0,6575.817,0
USEP,25 Jan 2023,29,308.76,0,6546.474,0
USEP,25 Jan 2023,30,302.18,0,6507.937,0
USEP,25 Jan 2023,31,302.27,0,6517.951,0
USEP,25 Jan 2023,32,302.2,15.92,6517.092,9
USEP,25 Jan 2023,33,207.68,0,6512.693,0
USEP,25 Jan 2023,34,207.69,0,6498.275,0
USEP,25 Jan 2023,35,201.66,0,6458.704,0
USEP,25 Jan 2023,36,199.19,0,6374.438,0
USEP,25 Jan 2023,37,137.31,0,6326.189,0
USEP,25 Jan 2023,38,150.56,0,6345.9,0
USEP,25 Jan 2023,39,179.12,0,6380.073,0
USEP,25 Jan 2023,40,179.11,0,6371.664,0
USEP,25 Jan 2023,41,169.04,0,6336.979,0
USEP,25 Jan 2023,42,149.89,0,6278.357,0
USEP,25 Jan 2023,43,158.99,0,6204.742,0
USEP,25 Jan 2023,44,128.18,0,6067.898,0
USEP,25 Jan 2023,45,122.76,0,5905.13,0
USEP,25 Jan 2023,46,112.2,0,5745.837,0
USEP,25 Jan 2023,47,111.46,0,5602.626,0
USEP,25 Jan 2023,48,104.88,0,5392.788,0
USEP,26 Jan 2023,1,95.68,0,5207.496,0
USEP,26 Jan 2023,2,87.43,0,5109.861,0
USEP,26 Jan 2023,3,95.34,0,5175.44,0
USEP,26 Jan 2023,4,91.68,0,5101.153,0
USEP,26 Jan 2023,5,87.42,0,5041.762,0
USEP,26 Jan 2023,6,87.41,0,5008.13,0
USEP,26 Jan 2023,7,87.41,0,4987.778,0
USEP,26 Jan 2023,8,87.41,0,4981.312,0
USEP,26 Jan 2023,9,87.41,0,4990.104,0
USEP,26 Jan 2023,10,87.41,0,5010.252,0
USEP,26 Jan 2023,11,97.54,0,5106.387,0
USEP,26 Jan 2023,12,99.39,0,5264.522,0
USEP,26 Jan 2023,13,100.5,0,5448.666,0
USEP,26 Jan 2023,14,106.38,0,5623.386,0
USEP,26 Jan 2023,15,112.64,0,5828.408,0
USEP,26 Jan 2023,16,127.35,0,6045.185,0
USEP,26 Jan 2023,17,201.57,0,6254.815,0
USEP,26 Jan 2023,18,1008.45,0,6390.267,0
USEP,26 Jan 2023,19,563.69,0,6462.685,0
USEP,26 Jan 2023,20,446.14,0,6510.128,0
USEP,26 Jan 2023,21,352.81,4500,6505.48,35
USEP,26 Jan 2023,22,335.99,3443.66,6494.076,43
USEP,26 Jan 2023,23,312.63,2466.06,6476.805,43
USEP,26 Jan 2023,24,267.91,4500,6453.276,17.068
USEP,26 Jan 2023,25,259.34,0,6411.837,0
USEP,26 Jan 2023,26,259.39,0,6410.52,0
USEP,26 Jan 2023,27,308.82,205,6447.396,35
USEP,26 Jan 2023,28,268.47,2640.77,6456.012,31.27
USEP,26 Jan 2023,29,278.26,0,6458.102,0
USEP,26 Jan 2023,30,259.35,0,6449.862,0
USEP,26 Jan 2023,31,322.72,4500,6472.318,8
USEP,26 Jan 2023,32,278.38,996.41,6478.436,8
USEP,26 Jan 2023,33,266.27,4500,6467.852,0.349
USEP,26 Jan 2023,34,281.97,0,6490.601,0
USEP,26 Jan 2023,35,281.97,0,6485.577,0
USEP,26 Jan 2023,36,231.35,0,6403.343,0
USEP,26 Jan 2023,37,207.62,0,6360.81,0
USEP,26 Jan 2023,38,209.69,0,6394.531,0
USEP,26 Jan 2023,39,251.63,0,6429.783,0
USEP,26 Jan 2023,40,251.63,0,6419.565,0
USEP,26 Jan 2023,41,262,0,6403.552,0
USEP,26 Jan 2023,42,253.94,0,6365.665,0
USEP,26 Jan 2023,43,256.36,0,6297.184,0
USEP,26 Jan 2023,44,201.47,0,6161.895,0
USEP,26 Jan 2023,45,166.91,0,6003.606,0
USEP,26 Jan 2023,46,136.6,0,5861.673,0
USEP,26 Jan 2023,47,131.93,0,5728.884,0
USEP,26 Jan 2023,48,105.73,0,5536.958,0
USEP,27 Jan 2023,1,106.52,0,5359.434,0
USEP,27 Jan 2023,2,106.41,0,5253.991,0
USEP,27 Jan 2023,3,106.51,0,5251.168,0
USEP,27 Jan 2023,4,106.5,0,5195.325,0
USEP,27 Jan 2023,5,106.49,0,5151.266,0
USEP,27 Jan 2023,6,106.3,0,5107.306,0
USEP,27 Jan 2023,7,76.19,0,5052.427,0
USEP,27 Jan 2023,8,79.88,0,5051.428,0
USEP,27 Jan 2023,9,86.38,0,5050.837,0
USEP,27 Jan 2023,10,106.48,0,5077.009,0
USEP,27 Jan 2023,11,106.4,0,5165.023,0
USEP,27 Jan 2023,12,108.12,0,5319.197,0
USEP,27 Jan 2023,13,111.1,0,5519.642,0
USEP,27 Jan 2023,14,111.45,0,5676.297,0
USEP,27 Jan 2023,15,112.86,0,5887.462,0
USEP,27 Jan 2023,16,126.87,0,6096.182,0
USEP,27 Jan 2023,17,165.95,0,6311.507,0
USEP,27 Jan 2023,18,194.15,0,6421.881,0
USEP,27 Jan 2023,19,188.03,0,6481.809,0
USEP,27 Jan 2023,20,194.2,0,6505.591,0
USEP,27 Jan 2023,21,201.18,0,6517.29,0
USEP,27 Jan 2023,22,201.21,0,6511.783,0
USEP,27 Jan 2023,23,201.21,0,6496.873,0
USEP,27 Jan 2023,24,200.98,0,6482.55,0
USEP,27 Jan 2023,25,150.07,0,6428.407,0
USEP,27 Jan 2023,26,136.84,0,6405.048,0
USEP,27 Jan 2023,27,150.29,0,6437.417,0
USEP,27 Jan 2023,28,181.11,0,6461.512,0
USEP,27 Jan 2023,29,201.45,0,6510.228,0
USEP,27 Jan 2023,30,207.59,0,6551.996,0
USEP,27 Jan 2023,31,207.67,0,6571.801,0
USEP,27 Jan 2023,32,207.89,0,6593.52,0
USEP,27 Jan 2023,33,207.89,0,6591.815,0
USEP,27 Jan 2023,34,207.6,0,6577.427,0
USEP,27 Jan 2023,35,201.47,0,6549.382,0
USEP,27 Jan 2023,36,140.77,0,6479.379,0
USEP,27 Jan 2023,37,140.72,0,6463.902,0
USEP,27 Jan 2023,38,166.28,0,6484.94,0
USEP,27 Jan 2023,39,190.74,0,6502.405,0
USEP,27 Jan 2023,40,181.13,0,6484.041,0
USEP,27 Jan 2023,41,166.29,0,6448.451,0
USEP,27 Jan 2023,42,140.76,0,6394.094,0
USEP,27 Jan 2023,43,182.16,0,6327.247,0
USEP,27 Jan 2023,44,140.3,0,6200.701,0
USEP,27 Jan 2023,45,127.46,0,6062.635,0
USEP,27 Jan 2023,46,117.39,0,5932.252,0
USEP,27 Jan 2023,47,111.88,0,5817.33,0
USEP,27 Jan 2023,48,111.15,0,5656.541,0
USEP,28 Jan 2023,1,110.52,0,5524.11,0
USEP,28 Jan 2023,2,106.56,0,5409.129,0
USEP,28 Jan 2023,3,106.63,0,5396.197,0
USEP,28 Jan 2023,4,106.47,0,5319.858,0
USEP,28 Jan 2023,5,106.26,0,5241.168,0
USEP,28 Jan 2023,6,95.56,0,5171.25,0
USEP,28 Jan 2023,7,89.95,0,5128.856,0
USEP,28 Jan 2023,8,89.45,0,5106.337,0
USEP,28 Jan 2023,9,86.31,0,5091.308,0
USEP,28 Jan 2023,10,89.45,0,5107.55,0
USEP,28 Jan 2023,11,95.56,0,5145.68,0
USEP,28 Jan 2023,12,106.25,0,5227.754,0
USEP,28 Jan 2023,13,106.26,0,5309.66,0
USEP,28 Jan 2023,14,106.33,0,5387.376,0
USEP,28 Jan 2023,15,110.93,0,5494.186,0
USEP,28 Jan 2023,16,111.65,0,5651.481,0
USEP,28 Jan 2023,17,121.86,0,5849.456,0
USEP,28 Jan 2023,18,141.73,0,5965.392,0
USEP,28 Jan 2023,19,151.2,0,6046.278,0
USEP,28 Jan 2023,20,152.37,0,6110.019,0
USEP,28 Jan 2023,21,153.64,0,6154.386,0
USEP,28 Jan 2023,22,194.16,0,6204.702,0
USEP,28 Jan 2023,23,194.19,0,6217.912,0
USEP,28 Jan 2023,24,153.64,0,6172.139,0
USEP,28 Jan 2023,25,153.63,0,6146.001,0
USEP,28 Jan 2023,26,150.21,0,6121.668,0
USEP,28 Jan 2023,27,151.69,0,6130.217,0
USEP,28 Jan 2023,28,141.65,0,6101.505,0
USEP,28 Jan 2023,29,150.03,0,6102.554,0
USEP,28 Jan 2023,30,150.05,0,6070.358,0
USEP,28 Jan 2023,31,137.72,0,6046.383,0
USEP,28 Jan 2023,32,131.38,0,6017.229,0
USEP,28 Jan 2023,33,126.78,0,5999.978,0
USEP,28 Jan 2023,34,124.21,0,5988.338,0
USEP,28 Jan 2023,35,117.06,0,5956.147,0
USEP,28 Jan 2023,36,117.08,0,5953.434,0
USEP,28 Jan 2023,37,117.09,0,5994.988,0
USEP,28 Jan 2023,38,115.61,0,6059.404,0
USEP,28 Jan 2023,39,124.94,0,6089.184,0
USEP,28 Jan 2023,40,126.61,0,6092.842,0
USEP,28 Jan 2023,41,124.94,0,6078.901,0
USEP,28 Jan 2023,42,115.6,0,6074.821,0
USEP,28 Jan 2023,43,111.98,0,6029.097,0
USEP,28 Jan 2023,44,111.8,0,5927.828,0
USEP,28 Jan 2023,45,111.48,0,5816.913,0
USEP,28 Jan 2023,46,111.35,0,5714.436,0
USEP,28 Jan 2023,47,106.68,0,5613.367,0
USEP,28 Jan 2023,48,106.3,0,5484.678,0
USEP,29 Jan 2023,1,91.38,0,5357.839,0
USEP,29 Jan 2023,2,95.9,0,5261.883,0
USEP,29 Jan 2023,3,99.34,0,5250.373,0
USEP,29 Jan 2023,4,91.36,0,5186.106,0
USEP,29 Jan 2023,5,89.15,0,5109.657,0
USEP,29 Jan 2023,6,86.2,0,5054.778,0
USEP,29 Jan 2023,7,85.08,0,5017.583,0
USEP,29 Jan 2023,8,84.56,0,4980.213,0
USEP,29 Jan 2023,9,84.05,0,4965.194,0
USEP,29 Jan 2023,10,84.79,0,4985.253,0
USEP,29 Jan 2023,11,85.91,0,5016.857,0
USEP,29 Jan 2023,12,86.31,0,5077.123,0
USEP,29 Jan 2023,13,87.74,0,5138.394,0
USEP,29 Jan 2023,14,88.46,0,5190.345,0
USEP,29 Jan 2023,15,90.22,0,5221.78,0
USEP,29 Jan 2023,16,99.34,0,5321.856,0
USEP,29 Jan 2023,17,106.28,0,5434.586,0
USEP,29 Jan 2023,18,106.56,0,5561.768,0
USEP,29 Jan 2023,19,110.96,0,5636.035,0
USEP,29 Jan 2023,20,111,0,5684.149,0
USEP,29 Jan 2023,21,111.21,0,5756.796,0
USEP,29 Jan 2023,22,111.99,0,5824.358,0
USEP,29 Jan 2023,23,112.1,0,5844.496,0
USEP,29 Jan 2023,24,111.99,0,5815.745,0
USEP,29 Jan 2023,25,111.23,0,5791.109,0
USEP,29 Jan 2023,26,111.14,0,5790.771,0
USEP,29 Jan 2023,27,111.2,0,5794.891,0
USEP,29 Jan 2023,28,111.05,0,5781.447,0
USEP,29 Jan 2023,29,111.18,0,5761.254,0
USEP,29 Jan 2023,30,111.21,0,5748.382,0
USEP,29 Jan 2023,31,110.47,0,5733.476,0
USEP,29 Jan 2023,32,110.47,0,5738.705,0
USEP,29 Jan 2023,33,110.48,0,5746.075,0
USEP,29 Jan 2023,34,109.74,0,5738.392,0
USEP,29 Jan 2023,35,111.46,0,5773.704,0
USEP,29 Jan 2023,36,107.36,0,5785.955,0
USEP,29 Jan 2023,37,111.55,0,5855.386,0
USEP,29 Jan 2023,38,111.75,0,5935.795,0
USEP,29 Jan 2023,39,112.15,0,6007.12,0
USEP,29 Jan 2023,40,120.7,0,6063.907,0
USEP,29 Jan 2023,41,124.17,0,6088.066,0
USEP,29 Jan 2023,42,126.78,0,6093.772,0
USEP,29 Jan 2023,43,121.06,0,6048.107,0
USEP,29 Jan 2023,44,112.96,0,5952.301,0
USEP,29 Jan 2023,45,112.06,0,5818.399,0
USEP,29 Jan 2023,46,111.41,0,5692.921,0
USEP,29 Jan 2023,47,106.59,0,5564.74,0
USEP,29 Jan 2023,48,106.66,0,5536.118,0
USEP,30 Jan 2023,1,110.5,0,5508.668,0
USEP,30 Jan 2023,2,106.54,0,5399.11,0
USEP,30 Jan 2023,3,97.38,0,5235.93,0
USEP,30 Jan 2023,4,91.37,0,5164.506,0
USEP,30 Jan 2023,5,85.98,0,5126.789,0
USEP,30 Jan 2023,6,79.35,0,5081.373,0
USEP,30 Jan 2023,7,78.81,0,5069.007,0
USEP,30 Jan 2023,8,78.81,0,5058.456,0
USEP,30 Jan 2023,9,78.81,0,5066.04,0
USEP,30 Jan 2023,10,79.35,0,5100,0
USEP,30 Jan 2023,11,85.99,0,5183.362,0
USEP,30 Jan 2023,12,104.33,0,5356.418,0
USEP,30 Jan 2023,13,106.46,0,5556.371,0
USEP,30 Jan 2023,14,110.58,0,5772.193,0
USEP,30 Jan 2023,15,115.43,0,6009.212,0
USEP,30 Jan 2023,16,150.01,0,6247.717,0
USEP,30 Jan 2023,17,140.77,0,6470.682,0
USEP,30 Jan 2023,18,201.61,0,6628.747,0
USEP,30 Jan 2023,19,201.6,0,6708.372,0
USEP,30 Jan 2023,20,207.71,0,6753.519,0
USEP,30 Jan 2023,21,201.61,0,6746.377,0
USEP,30 Jan 2023,22,197.38,0,6731.284,0
USEP,30 Jan 2023,23,194.27,0,6715.727,0
USEP,30 Jan 2023,24,194.22,0,6700.271,0
USEP,30 Jan 2023,25,150.11,0,6632.097,0
USEP,30 Jan 2023,26,150.28,0,6641.307,0
USEP,30 Jan 2023,27,194.23,0,6696.17,0
USEP,30 Jan 2023,28,201.55,0,6750.572,0
USEP,30 Jan 2023,29,199.87,0,6718.262,0
USEP,30 Jan 2023,30,151.21,0,6653.17,0
USEP,30 Jan 2023,31,140.77,0,6697.02,0
USEP,30 Jan 2023,32,140.41,0,6685.684,0
USEP,30 Jan 2023,33,151.24,0,6749.508,0
USEP,30 Jan 2023,34,150.31,0,6755.855,0
USEP,30 Jan 2023,35,124.65,0,6691.653,0
USEP,30 Jan 2023,36,116.68,0,6620.974,0
USEP,30 Jan 2023,37,116.68,0,6606.323,0
USEP,30 Jan 2023,38,117.4,0,6625.368,0
USEP,30 Jan 2023,39,118.59,0,6633.056,0
USEP,30 Jan 2023,40,118.51,0,6624.881,0
USEP,30 Jan 2023,41,194.34,0,6591.204,0
USEP,30 Jan 2023,42,150.33,0,6538.989,0
USEP,30 Jan 2023,43,140.89,0,6450.916,0
USEP,30 Jan 2023,44,201.46,0,6310.349,0
USEP,30 Jan 2023,45,162.23,0,6142.85,0
USEP,30 Jan 2023,46,124.62,0,5972.499,0
USEP,30 Jan 2023,47,111.97,0,5822.355,0
USEP,30 Jan 2023,48,106.67,0,5620.17,0
USEP,31 Jan 2023,1,104.38,0,5432.752,0
USEP,31 Jan 2023,2,97.98,0,5319.157,0
USEP,31 Jan 2023,3,106.62,0,5319.441,0
USEP,31 Jan 2023,4,106.57,0,5254.672,0
USEP,31 Jan 2023,5,103.76,0,5188.879,0
USEP,31 Jan 2023,6,98.67,0,5148.895,0
USEP,31 Jan 2023,7,98.67,0,5134.562,0
USEP,31 Jan 2023,8,98.68,0,5125.621,0
USEP,31 Jan 2023,9,97.53,0,5134.502,0
USEP,31 Jan 2023,10,102.52,0,5159.521,0
USEP,31 Jan 2023,11,106.51,0,5251.322,0
USEP,31 Jan 2023,12,106.62,0,5418.19,0
USEP,31 Jan 2023,13,111.25,0,5612.949,0
USEP,31 Jan 2023,14,112.08,0,5807.877,0
USEP,31 Jan 2023,15,120.66,0,6015.643,0
USEP,31 Jan 2023,16,140.34,0,6253.975,0
USEP,31 Jan 2023,17,155.05,0,6463.251,0
USEP,31 Jan 2023,18,207.78,0,6594.559,0
USEP,31 Jan 2023,19,207.79,0,6652.743,0
USEP,31 Jan 2023,20,151.16,0,6693.348,0
USEP,31 Jan 2023,21,202.48,0,6716.383,0
USEP,31 Jan 2023,22,201.61,0,6708.203,0
USEP,31 Jan 2023,23,140.81,0,6689.724,0
USEP,31 Jan 2023,24,131.31,0,6666.41,0
USEP,31 Jan 2023,25,130.8,0,6649.701,0
USEP,31 Jan 2023,26,140.78,0,6680.008,0
USEP,31 Jan 2023,27,146.79,0,6716.453,0
USEP,31 Jan 2023,28,150.28,0,6755.567,0
USEP,31 Jan 2023,29,150.32,0,6760.413,0
USEP,31 Jan 2023,30,151.78,0,6755.075,0
USEP,31 Jan 2023,31,201.59,0,6768.096,0
USEP,31 Jan 2023,32,194.21,0,6755.274,0
USEP,31 Jan 2023,33,130.83,0,6712.025,0
USEP,31 Jan 2023,34,125.76,0,6676.614,0
USEP,31 Jan 2023,35,121.39,0,6642.788,0
USEP,31 Jan 2023,36,116.8,0,6584.524,0
USEP,31 Jan 2023,37,116.31,0,6550.927,0
USEP,31 Jan 2023,38,116.32,0,6556.121,0
USEP,31 Jan 2023,39,117.41,0,6572.999,0
USEP,31 Jan 2023,40,116.86,0,6546.887,0
USEP,31 Jan 2023,41,126.97,0,6516.957,0
USEP,31 Jan 2023,42,117.94,0,6462.789,0
USEP,31 Jan 2023,43,115.18,0,6379.621,0
USEP,31 Jan 2023,44,154.37,0,6247.071,0
USEP,31 Jan 2023,45,123.62,0,6071.138,0
USEP,31 Jan 2023,46,112.71,0,5923.157,0
USEP,31 Jan 2023,47,112.05,0,5768.719,0
USEP,31 Jan 2023,48,106.8,0,5631.094,0
